person_id,arrest_date,arrest_id,law_code
3075,2008-01-11,5c4eef14,misdemeanor
3426,2008-01-11,3c8bd615,misdemeanor
5104,2008-01-11,3ea42158,felony
8326,2008-01-11,30633780,misdemeanor
8335,2008-01-11,7fb387b4,felony
10159,2008-01-11,e7df421d,felony
10652,2008-01-11,5969fe74,misdemeanor
11800,2008-01-11,963e46da,misdemeanor
12449,2008-01-11,8cdce7a4,felony
12493,2008-01-11,e88a0ce8,felony
14319,2008-01-11,22f4f7d1,felony
14490,2008-01-11,efc6582f,felony
14904,2008-01-11,1724bdea,misdemeanor
15103,2008-01-11,466eb807,misdemeanor
15341,2008-01-11,1348e69d,misdemeanor
15500,2008-01-11,635d21d0,misdemeanor
15670,2008-01-11,174f2606,misdemeanor
16856,2008-01-11,abbbc313,misdemeanor
17457,2008-01-11,78a2660b,misdemeanor
18291,2008-01-11,f7c0bf36,misdemeanor
18941,2008-01-11,a0a6b72b,felony
19692,2008-01-11,61d6de61,misdemeanor
136,2008-01-12,82cea302,misdemeanor
496,2008-01-12,e4ab6269,misdemeanor
1096,2008-01-12,ba728166,misdemeanor
1649,2008-01-12,a0abf21d,felony
1728,2008-01-12,d3e00005,misdemeanor
4772,2008-01-12,3fa2cf20,misdemeanor
4979,2008-01-12,ec0e484e,felony
5699,2008-01-12,f954cd70,misdemeanor
5744,2008-01-12,bb6fd63b,felony
6589,2008-01-12,b983d369,misdemeanor
7847,2008-01-12,40ffab03,felony
8034,2008-01-12,e3790768,misdemeanor
9155,2008-01-12,df1d9e3d,misdemeanor
10166,2008-01-12,3e38198f,misdemeanor
10425,2008-01-12,7b8bfc7d,misdemeanor
12483,2008-01-12,dc1224f0,misdemeanor
12709,2008-01-12,175c0612,misdemeanor
12809,2008-01-12,fc4067ed,misdemeanor
13345,2008-01-12,93d621f8,misdemeanor
13915,2008-01-12,22d91772,felony
14034,2008-01-12,8a4598cf,misdemeanor
15842,2008-01-12,19d674c0,felony
16433,2008-01-12,6d4e9248,felony
19051,2008-01-12,2250182b,misdemeanor
19076,2008-01-12,c7401998,misdemeanor
19711,2008-01-12,6e735112,felony
692,2008-01-13,4f7a1643,misdemeanor
1051,2008-01-13,83e860ca,felony
1357,2008-01-13,25a8c58b,felony
3121,2008-01-13,8a7e5726,misdemeanor
3163,2008-01-13,6ef54599,misdemeanor
3925,2008-01-13,cbead7dc,misdemeanor
3977,2008-01-13,31f7de09,felony
4194,2008-01-13,b975b015,misdemeanor
4348,2008-01-13,0b3a34f2,misdemeanor
4682,2008-01-13,626286be,misdemeanor
5227,2008-01-13,c86f63e0,misdemeanor
5440,2008-01-13,0f141767,misdemeanor
5708,2008-01-13,3392f10b,misdemeanor
9346,2008-01-13,f3a869f9,misdemeanor
9653,2008-01-13,1142bcfb,felony
9981,2008-01-13,90b0b77b,misdemeanor
10458,2008-01-13,fee57d79,misdemeanor
11239,2008-01-13,38384b7a,misdemeanor
11605,2008-01-13,429dea0c,felony
13957,2008-01-13,2d8d503e,misdemeanor
14851,2008-01-13,23617f86,felony
15353,2008-01-13,5155af2e,felony
15380,2008-01-13,5a73ce76,felony
16780,2008-01-13,a220f620,felony
17229,2008-01-13,4e127b5f,misdemeanor
17469,2008-01-13,309c843d,felony
19313,2008-01-13,a2ccebfc,misdemeanor
716,2008-01-14,aca7ced4,misdemeanor
1595,2008-01-14,481ebb59,misdemeanor
2189,2008-01-14,4d1e4268,felony
2193,2008-01-14,b8d805db,misdemeanor
2234,2008-01-14,ea66cfed,misdemeanor
2630,2008-01-14,5b957638,misdemeanor
2793,2008-01-14,8e6684af,misdemeanor
3198,2008-01-14,cafbf340,misdemeanor
4505,2008-01-14,a9ce0a8e,misdemeanor
5079,2008-01-14,beefa426,misdemeanor
5426,2008-01-14,10c7b302,misdemeanor
5774,2008-01-14,5f9564ca,misdemeanor
6714,2008-01-14,2594aa3f,misdemeanor
6746,2008-01-14,9961de70,misdemeanor
7238,2008-01-14,4d43161c,misdemeanor
7744,2008-01-14,241f5bef,felony
9043,2008-01-14,9a7a029a,misdemeanor
9380,2008-01-14,98114838,felony
9649,2008-01-14,e632b1d6,misdemeanor
9707,2008-01-14,b5c61c5e,misdemeanor
10928,2008-01-14,45a51e65,misdemeanor
14125,2008-01-14,7229e51f,misdemeanor
14155,2008-01-14,5b5bccf1,misdemeanor
14184,2008-01-14,4b29f434,misdemeanor
14349,2008-01-14,c5652a9c,felony
16052,2008-01-14,ec964145,misdemeanor
16833,2008-01-14,faa9f73d,misdemeanor
16945,2008-01-14,07e52c0f,misdemeanor
17330,2008-01-14,b6bf49c4,misdemeanor
18550,2008-01-14,a08b8c63,misdemeanor
18770,2008-01-14,ec2e71b8,misdemeanor
19009,2008-01-14,83c84888,felony
19544,2008-01-14,14cc63d9,misdemeanor
139,2008-01-15,f2ad066b,misdemeanor
238,2008-01-15,2ac1f55b,misdemeanor
721,2008-01-15,1f97ae66,misdemeanor
1088,2008-01-15,5182d9ac,felony
1705,2008-01-15,ac1eb4ec,felony
2193,2008-01-15,68adfa1f,misdemeanor
3795,2008-01-15,5441a205,felony
3953,2008-01-15,016f3ea7,misdemeanor
3970,2008-01-15,9282b4ea,misdemeanor
4089,2008-01-15,c8ffc38b,misdemeanor
4194,2008-01-15,62e9b113,misdemeanor
4664,2008-01-15,e4a58f53,misdemeanor
4798,2008-01-15,82ac5b5f,felony
4916,2008-01-15,5991270c,misdemeanor
6186,2008-01-15,944bd440,felony
6295,2008-01-15,293ea545,felony
6365,2008-01-15,ba59fc16,misdemeanor
6751,2008-01-15,9c63ff7f,misdemeanor
6892,2008-01-15,d2d4264b,misdemeanor
7136,2008-01-15,a0af146c,misdemeanor
7786,2008-01-15,a4b7f92c,misdemeanor
7952,2008-01-15,e2a80891,misdemeanor
9086,2008-01-15,fe2f66c6,misdemeanor
10251,2008-01-15,78a2fa28,felony
11882,2008-01-15,860e0e40,felony
12775,2008-01-15,fddc5234,misdemeanor
13761,2008-01-15,5696ac1e,misdemeanor
14268,2008-01-15,1e927d49,misdemeanor
16512,2008-01-15,3b8a1545,misdemeanor
16651,2008-01-15,12bf3947,felony
17876,2008-01-15,aaa2db6e,misdemeanor
18922,2008-01-15,7d13f510,misdemeanor
497,2008-01-16,e24cfba9,misdemeanor
506,2008-01-16,cb2cef11,misdemeanor
808,2008-01-16,ce51d551,misdemeanor
2768,2008-01-16,373d8569,misdemeanor
5338,2008-01-16,9e60612a,misdemeanor
5820,2008-01-16,5d5d0dcc,misdemeanor
5968,2008-01-16,d74d2331,misdemeanor
6263,2008-01-16,f42b1d4b,felony
6367,2008-01-16,0e684480,misdemeanor
8185,2008-01-16,5cb9bddb,felony
9152,2008-01-16,4b52729a,misdemeanor
9296,2008-01-16,2006ff60,felony
13349,2008-01-16,42f9d117,felony
13606,2008-01-16,3705db80,misdemeanor
13788,2008-01-16,54010719,misdemeanor
13948,2008-01-16,43bf076b,misdemeanor
14508,2008-01-16,219a394d,misdemeanor
16656,2008-01-16,518fb4b9,felony
16998,2008-01-16,2ada3d24,misdemeanor
17851,2008-01-16,831d724e,felony
18142,2008-01-16,b25dff70,felony
18619,2008-01-16,68a04b86,misdemeanor
1977,2008-01-17,864887de,misdemeanor
2201,2008-01-17,cb296383,felony
2567,2008-01-17,827a4b80,felony
2912,2008-01-17,d120f7c9,felony
3089,2008-01-17,8dc6810a,felony
4561,2008-01-17,3acf27fe,misdemeanor
6061,2008-01-17,a8a66255,felony
6496,2008-01-17,6730568a,misdemeanor
6612,2008-01-17,e987e518,felony
7781,2008-01-17,a9dca8fd,misdemeanor
9052,2008-01-17,fc4fe448,misdemeanor
9368,2008-01-17,ff6f6a42,felony
9454,2008-01-17,b315763f,misdemeanor
9656,2008-01-17,e8c0730c,misdemeanor
10655,2008-01-17,ed4a8237,misdemeanor
10925,2008-01-17,14a00260,misdemeanor
11703,2008-01-17,355bdac1,misdemeanor
12078,2008-01-17,dc5aa96d,misdemeanor
12562,2008-01-17,2ef09c4e,misdemeanor
13343,2008-01-17,8d196d9e,felony
14598,2008-01-17,8c532485,misdemeanor
15044,2008-01-17,d38cfdb0,felony
15121,2008-01-17,85e3ccd7,felony
15283,2008-01-17,3e870c24,misdemeanor
15391,2008-01-17,1f956abb,misdemeanor
15999,2008-01-17,f2e7ac90,misdemeanor
16494,2008-01-17,76472364,felony
17312,2008-01-17,2309e59f,felony
17646,2008-01-17,0482329e,felony
18180,2008-01-17,47b1fa8c,misdemeanor
18372,2008-01-17,58d9a17d,misdemeanor
19983,2008-01-17,ee665066,misdemeanor
634,2008-01-18,3251c06b,felony
1005,2008-01-18,b09b60bb,misdemeanor
1608,2008-01-18,f54cb32f,misdemeanor
2010,2008-01-18,2a5fde83,felony
2111,2008-01-18,8180a8ba,misdemeanor
2161,2008-01-18,15d38aa5,misdemeanor
2508,2008-01-18,90c38028,misdemeanor
3057,2008-01-18,97cd1833,misdemeanor
3237,2008-01-18,896d632a,misdemeanor
3456,2008-01-18,fa766cb0,misdemeanor
5612,2008-01-18,1970b660,misdemeanor
6632,2008-01-18,082ca9af,misdemeanor
7012,2008-01-18,63a71aab,felony
7033,2008-01-18,a001499b,misdemeanor
7299,2008-01-18,2745fade,misdemeanor
8179,2008-01-18,155c45c1,felony
8630,2008-01-18,751781de,felony
8803,2008-01-18,84002b15,misdemeanor
9832,2008-01-18,deb0451e,misdemeanor
9885,2008-01-18,8647f531,misdemeanor
9944,2008-01-18,b92619f5,misdemeanor
10161,2008-01-18,d7c22278,misdemeanor
10839,2008-01-18,91e1a052,misdemeanor
12110,2008-01-18,49f26324,felony
13187,2008-01-18,58de1fcc,misdemeanor
13371,2008-01-18,3be3fd01,misdemeanor
14380,2008-01-18,2d197090,felony
15008,2008-01-18,68bf7164,felony
16056,2008-01-18,d48526b4,misdemeanor
16969,2008-01-18,5126719b,misdemeanor
16984,2008-01-18,20f1a046,misdemeanor
17332,2008-01-18,a7344f37,felony
18751,2008-01-18,25c3b70f,misdemeanor
18828,2008-01-18,e59fd3af,misdemeanor
18859,2008-01-18,9e37e5cd,misdemeanor
19769,2008-01-18,ace26a71,misdemeanor
19857,2008-01-18,790626cc,misdemeanor
295,2008-01-19,ec435df4,misdemeanor
1639,2008-01-19,6da1400b,felony
2466,2008-01-19,225ba5c9,misdemeanor
3519,2008-01-19,93046a7c,misdemeanor
3974,2008-01-19,52509638,misdemeanor
4025,2008-01-19,7c77eabf,misdemeanor
4346,2008-01-19,3aefdeab,misdemeanor
4737,2008-01-19,f8260297,felony
5158,2008-01-19,3b3132f3,misdemeanor
5385,2008-01-19,0a861bc9,misdemeanor
6229,2008-01-19,38252266,felony
6401,2008-01-19,27fdbe5c,misdemeanor
6545,2008-01-19,89662a8d,misdemeanor
6781,2008-01-19,91e1a422,misdemeanor
8867,2008-01-19,bb7c9c8e,misdemeanor
9428,2008-01-19,54a730d8,misdemeanor
9433,2008-01-19,0e5f0bd8,misdemeanor
9887,2008-01-19,9e3bba2c,misdemeanor
11710,2008-01-19,e78d6b30,felony
14233,2008-01-19,553bf919,misdemeanor
14353,2008-01-19,b8c06fea,misdemeanor
15032,2008-01-19,1691d3ab,felony
16660,2008-01-19,3a83355a,misdemeanor
16745,2008-01-19,6508dd95,misdemeanor
17581,2008-01-19,5c3d6919,misdemeanor
17626,2008-01-19,a12d1084,misdemeanor
18175,2008-01-19,bbb17219,misdemeanor
18863,2008-01-19,adbb8934,misdemeanor
19104,2008-01-19,4a674495,felony
19252,2008-01-19,fca13a2c,felony
19355,2008-01-19,d11da2be,misdemeanor
356,2008-01-20,fc18bf26,misdemeanor
821,2008-01-20,0580bdd1,felony
884,2008-01-20,c668ca7b,felony
1010,2008-01-20,47bd4873,misdemeanor
1091,2008-01-20,1bd8e1e8,felony
1264,2008-01-20,dc62e220,misdemeanor
3310,2008-01-20,cc7f5849,felony
3562,2008-01-20,66218847,misdemeanor
5494,2008-01-20,8a92ab60,felony
7781,2008-01-20,3513a2fe,misdemeanor
8314,2008-01-20,355d0497,misdemeanor
8761,2008-01-20,361b7a4f,misdemeanor
9036,2008-01-20,3c88fe71,misdemeanor
9642,2008-01-20,c766bc78,misdemeanor
9699,2008-01-20,3ab27d32,felony
10887,2008-01-20,3cc4583d,misdemeanor
11199,2008-01-20,943f119c,misdemeanor
11344,2008-01-20,9e9eaaed,felony
11350,2008-01-20,150b39b6,misdemeanor
11636,2008-01-20,2f8190e0,misdemeanor
12910,2008-01-20,859478a1,misdemeanor
13808,2008-01-20,1ad2d04b,felony
13970,2008-01-20,4fb39ae6,misdemeanor
14037,2008-01-20,eac4d6c9,misdemeanor
14291,2008-01-20,e8287966,misdemeanor
14434,2008-01-20,398df787,felony
14701,2008-01-20,7cc39b24,misdemeanor
15293,2008-01-20,d281ee2d,misdemeanor
15887,2008-01-20,416899fc,felony
16459,2008-01-20,b3447fdf,misdemeanor
16466,2008-01-20,229a9cde,misdemeanor
19043,2008-01-20,423f13f1,misdemeanor
19291,2008-01-20,4d4dbb5a,misdemeanor
19452,2008-01-20,0fbcb2df,misdemeanor
219,2008-01-21,257d00c6,felony
462,2008-01-21,25625cd5,misdemeanor
1743,2008-01-21,c37c1e08,misdemeanor
2344,2008-01-21,be5976ff,misdemeanor
4107,2008-01-21,39ac302f,misdemeanor
4301,2008-01-21,540dd097,misdemeanor
5181,2008-01-21,011334b1,felony
5787,2008-01-21,c0add089,felony
6687,2008-01-21,bed7f79b,misdemeanor
6871,2008-01-21,f87b0047,misdemeanor
7067,2008-01-21,c167580e,felony
9621,2008-01-21,6e31ed97,felony
10264,2008-01-21,797dd34e,misdemeanor
10309,2008-01-21,6b4121c1,felony
11731,2008-01-21,1dc1cc55,misdemeanor
12373,2008-01-21,d7e7ec9e,misdemeanor
12472,2008-01-21,3918207b,felony
12538,2008-01-21,f50fb91a,felony
12687,2008-01-21,588115a3,felony
12758,2008-01-21,de339385,felony
13072,2008-01-21,44a565d6,felony
13173,2008-01-21,7fd03339,misdemeanor
13733,2008-01-21,db226918,misdemeanor
14671,2008-01-21,d20b9400,misdemeanor
14750,2008-01-21,26208e81,misdemeanor
15296,2008-01-21,40ce03cf,misdemeanor
15834,2008-01-21,b2ec8085,misdemeanor
16894,2008-01-21,4cb51a7e,felony
17620,2008-01-21,77322cfb,misdemeanor
17668,2008-01-21,a3481a97,misdemeanor
18590,2008-01-21,15b16a92,felony
18876,2008-01-21,a380f95b,misdemeanor
15,2008-01-22,994e272e,misdemeanor
1067,2008-01-22,b867f391,misdemeanor
1417,2008-01-22,18ef8a7b,misdemeanor
2974,2008-01-22,4daf4223,felony
3167,2008-01-22,0ad63184,misdemeanor
4992,2008-01-22,618b51e2,misdemeanor
5125,2008-01-22,fd3054e2,felony
